id,category,query1,query2,label
1124,胸膜炎,胸膜炎的治疗方法有哪些?,胸膜炎的最有效治疗方法有哪些？,0
1125,胸膜炎,胸膜炎结核，冶疗10天，还需要继续治疗吗,胸膜炎结核，冶疗10天，会不会有好转？,1
1126,胸膜炎,胸膜炎结核，冶疗10天，还需要继续治疗吗,对于胸膜炎结核，治疗十天后还用继续治疗吗？,1
1127,胸膜炎,胸膜炎结核，冶疗10天，还需要继续治疗吗,胸膜炎结核，治疗周期大概多久？,0
1128,胸膜炎,胸膜炎结核，冶疗10天，还需要继续治疗吗,胸膜炎结核，可以治疗嘛,0
1129,胸膜炎,胸膜炎结核，冶疗10天，还需要继续治疗吗,胸膜炎结核，能治疗好嘛,0
1130,胸膜炎,请问胸膜炎伴积水是否严重？,胸膜炎伴积水严重吗？,1
1131,胸膜炎,请问胸膜炎伴积水是否严重？,请问胸膜炎伴积水是不是严重？,1
1132,胸膜炎,请问胸膜炎伴积水是否严重？,请问胸膜炎伴积水怎么办,0
1133,胸膜炎,请问胸膜炎伴积水是否严重？,请问胸膜炎伴积水如何治疗,0
1134,胸膜炎,请问胸膜炎伴积水是否严重？,请问胸膜炎伴积水吃什么药好？,0
1135,胸膜炎,请问胸膜炎有粘连反复发作怎么办？,请问胸膜炎两层互相粘连了怎么办,1
1136,胸膜炎,请问胸膜炎有粘连反复发作怎么办？,粘连性胸膜炎怎么治疗?,1
1137,胸膜炎,请问胸膜炎有粘连反复发作怎么办？,干性胸膜炎右侧轻度粘连复发怎么办？,0
1138,胸膜炎,请问胸膜炎有粘连反复发作怎么办？,请问胸膜炎有粘连反复发作是什么原因？,0
1139,胸膜炎,请问胸膜炎有粘连反复发作怎么办？,请问胸膜炎有粘连反复发作吃什么药有用？,0
1140,胸膜炎,请问胸膜炎积水术后还会复发吗？,请问胸膜炎积水术后会不会复发？,1
1141,胸膜炎,请问胸膜炎积水术后还会复发吗？,请问胸膜炎积水术后又没有可能复发？,1
1142,胸膜炎,请问胸膜炎积水术后还会复发吗？,请问胸膜炎积水术后怎么保养？,0
1143,胸膜炎,请问胸膜炎积水术后还会复发吗？,请问胸膜炎积水术后饮食药注意什么？,0
1144,胸膜炎,请问胸膜炎积水术后还会复发吗？,请问胸膜炎积水术后生活有什么要注意的？,0
1145,胸膜炎,请问胸膜炎吃药多久有效果？,请问胸膜炎吃药多久能看到效果？,1
1146,胸膜炎,请问胸膜炎吃药多久有效果？,请问胸膜炎吃药有效果需要多长时间？,1
1147,胸膜炎,请问胸膜炎吃药多久有效果？,请问胸膜炎吃药有用吗,0
1148,胸膜炎,请问胸膜炎吃药多久有效果？,请问胸膜炎吃药能治愈吗？,0
1149,胸膜炎,请问胸膜炎吃药多久有效果？,请问胸膜炎除了吃药还有什么其他方法吗？,0
1150,胸膜炎,请问胸膜炎是怎样引起的？,请问胸膜炎一般是怎样引起的？,1
1151,胸膜炎,请问胸膜炎是怎样引起的？,造成胸膜炎的原因是什么？,1
1152,胸膜炎,请问胸膜炎是怎样引起的？,请问胸膜炎是怎么引起的要怎么治,0
1153,胸膜炎,请问胸膜炎是怎样引起的？,请问胸膜炎怎么治疗？,0
1154,胸膜炎,请问胸膜炎是怎样引起的？,请问胸膜炎吃什么药好？,0
1155,胸膜炎,请问右上腹肋间痛是胸膜炎吗？,请问右上腹肋间痛是不是胸膜炎？,1
1156,胸膜炎,请问右上腹肋间痛是胸膜炎吗？,请问右上腹肋间痛会不会是胸膜炎？,1
1157,胸膜炎,请问右上腹肋间痛是胸膜炎吗？,请问右上腹肋间痛是什么情况,0
1158,胸膜炎,请问右上腹肋间痛是胸膜炎吗？,请问右上腹肋间痛是什么病？,0
1159,胸膜炎,请问右上腹肋间痛是胸膜炎吗？,请问右上腹肋间痛是怎么回事？,0
1160,胸膜炎,请问患过结核胸膜炎能怀孕吗？,请问患过结核胸膜炎能不能怀孕吗？,1
1161,胸膜炎,请问患过结核胸膜炎能怀孕吗？,请问患过结核胸膜炎可以怀孕吗？,1
1162,胸膜炎,请问患过结核胸膜炎能怀孕吗？,请问患过结核胸膜炎对生育功能有影响吗？,0
1163,胸膜炎,请问患过结核胸膜炎能怀孕吗？,请问患过结核胸膜炎还有生育功能吗？,0
1164,胸膜炎,请问患过结核胸膜炎能怀孕吗？,请问患过结核胸膜炎有什么后遗症？,0
1165,胸膜炎,请问干性胸膜炎用什么药？,你好：我是干性胸膜炎，请问用能什么药治疗,1
1166,胸膜炎,请问干性胸膜炎用什么药？,请问干性胸膜炎吃什么药？,1
1167,胸膜炎,请问干性胸膜炎用什么药？,请问干性胸膜炎有什么症状？,0
1168,胸膜炎,请问干性胸膜炎用什么药？,请问干性胸膜炎用什么药最好？,0
1169,胸膜炎,请问干性胸膜炎用什么药？,请问干性胸膜炎能治愈吗？,0
1170,胸膜炎,请问包裹性的结合胸膜炎怎样根治？,请问包裹性的结合胸膜炎如何根治？,1
1171,胸膜炎,请问包裹性的结合胸膜炎怎样根治？,请问如何根治包裹性的结合胸膜炎？,1
1172,胸膜炎,请问包裹性的结合胸膜炎怎样根治？,请问包裹性的结合胸膜炎怎么办？,0
1173,胸膜炎,请问包裹性的结合胸膜炎怎样根治？,请问包裹性的结合胸膜炎可以吃什么药,0
1174,胸膜炎,请问包裹性的结合胸膜炎怎样根治？,请问包裹性的结合胸膜炎有什么好的治疗方法,0
1175,胸膜炎,胸膜炎如何治疗饮食方面有哪些建议,胸膜炎如何治疗饮食方面有什么建议,1
1176,胸膜炎,胸膜炎如何治疗饮食方面有哪些建议,胸膜炎如何治疗饮食方面有什么需要注意的,1
1177,胸膜炎,胸膜炎如何治疗饮食方面有哪些建议,胸膜炎怎样治疗饮食方面有什么不能吃的,0
1178,胸膜炎,胸膜炎如何治疗饮食方面有哪些建议,胸膜炎如何治疗饮食方面有哪些可以吃的,0
1179,胸膜炎,胸膜炎如何治疗饮食方面有哪些建议,胸膜炎如何治疗饮食方面需要不要忌口？,0
1180,胸膜炎,细菌性胸膜炎应如何治疗可治愈吗,细菌性胸膜炎应如何治疗能否治愈吗,1
1181,胸膜炎,细菌性胸膜炎应如何治疗可治愈吗,细菌性胸膜炎应如何治疗可不可以治愈,1
1182,胸膜炎,细菌性胸膜炎应如何治疗可治愈吗,细菌性胸膜炎应如何治疗,0
1183,胸膜炎,细菌性胸膜炎应如何治疗可治愈吗,细菌性胸膜炎应可治愈吗,0
1184,胸膜炎,细菌性胸膜炎应如何治疗可治愈吗,细菌性胸膜炎应如何治疗治愈的几率高吗,0
1185,胸膜炎,胸膜炎治疗不当会产生什么后果,胸膜炎治疗不当会有什么结果？,1
1186,胸膜炎,胸膜炎治疗不当会产生什么后果,胸膜炎治疗不当会产生哪些后果？,1
1187,胸膜炎,胸膜炎治疗不当会产生什么后果,胸膜炎治疗不当怎么办,0
1188,胸膜炎,胸膜炎治疗不当会产生什么后果,胸膜炎治疗不当后果严重吗,0
1189,胸膜炎,胸膜炎治疗不当会产生什么后果,胸膜炎治疗不当有什么补救方法吗？,0
1190,胸膜炎,结核胸膜炎，已经腹水了,结核性胸膜炎腹水怎么办？,1
1191,胸膜炎,结核胸膜炎，已经腹水了,结核性胸膜炎和肝腹水如何治疗？,1
1192,胸膜炎,结核胸膜炎，已经腹水了,结核胸膜炎，已经腹水了，严重吗？,0
1193,胸膜炎,结核胸膜炎，已经腹水了,结核胸膜炎，已经腹水了，会不会致死？,0
1194,胸膜炎,结核胸膜炎，已经腹水了,结核胸膜炎，已经腹水了，有什么好的治疗方法,0
1195,胸膜炎,结核性渗出性胸膜炎的治疗方法有哪些,结核性渗出性胸膜炎有什么治疗方法？,1
1196,胸膜炎,结核性渗出性胸膜炎的治疗方法有哪些,结核性渗出性胸膜炎有哪些治疗方法,1
1197,胸膜炎,结核性渗出性胸膜炎的治疗方法有哪些,结核性渗出性胸膜炎怎么治疗,0
1198,胸膜炎,结核性渗出性胸膜炎的治疗方法有哪些,结核性渗出性胸膜炎有什么药可以吃,0
1199,胸膜炎,结核性渗出性胸膜炎的治疗方法有哪些,结核性渗出性胸膜炎严重吗,0
1200,胸膜炎,胸膜炎积水已经包裹感冒会复发吗,胸膜炎积水已经包裹感冒会不会复发？,1
1201,胸膜炎,胸膜炎积水已经包裹感冒会复发吗,胸膜炎积水已经包裹会导致感冒复发吗？,1
1202,胸膜炎,胸膜炎积水已经包裹感冒会复发吗,胸膜炎积水感冒会复发吗？,0
1203,胸膜炎,胸膜炎积水已经包裹感冒会复发吗,胸膜炎积水已经包裹严重吗？,0
1204,胸膜炎,胸膜炎积水已经包裹感冒会复发吗,胸膜炎积水已经包裹怎么办？,0
1205,胸膜炎,胸膜炎做CT能查出来吗,胸膜炎做个胸部CT能检查出来吗？,1
1206,胸膜炎,胸膜炎做CT能查出来吗,CT能查出胸膜炎吗？,1
1207,胸膜炎,胸膜炎做CT能查出来吗,胸透和胸部CT能检查胸膜炎吗？,0
1208,胸膜炎,胸膜炎做CT能查出来吗,CT检查出胸膜炎，请问该如何治疗？,0
1209,胸膜炎,胸膜炎做CT能查出来吗,CT检查出胸膜炎，请问该怎么办？,0
1210,胸膜炎,胸膜炎可以喝铁打药酒吗？,胸膜炎能不能喝铁打药酒？,1
1211,胸膜炎,胸膜炎可以喝铁打药酒吗？,铁打药酒可以治疗胸膜炎嘛？,1
1212,胸膜炎,胸膜炎可以喝铁打药酒吗？,胸膜炎可以吃什么？,0
1213,胸膜炎,胸膜炎可以喝铁打药酒吗？,胸膜炎饮食有什么需要注意的,0
1214,胸膜炎,胸膜炎可以喝铁打药酒吗？,胸膜炎怎么治疗？,0
1215,胸膜炎,胸膜炎好了胸疼怎么回事,胸膜炎好了胸疼什么原因？,1
1216,胸膜炎,胸膜炎好了胸疼怎么回事,胸膜炎好了为什么还会胸疼？,1
1217,胸膜炎,胸膜炎好了胸疼怎么回事,胸膜炎、胸部疼痛怎么办？,0
1218,胸膜炎,胸膜炎好了胸疼怎么回事,胸膜炎抽水后呼吸胸部疼痛，怎么回事？,0
1219,胸膜炎,胸膜炎好了胸疼怎么回事,胸膜炎恢复期会胸疼吗？,0
1220,胸膜炎,胸膜炎打头孢匹胺有用吗,胸膜炎打头孢匹胺有效果吗,1
1221,胸膜炎,胸膜炎打头孢匹胺有用吗,胸膜炎打头孢匹胺管用吗？,1
1222,胸膜炎,胸膜炎打头孢匹胺有用吗,胸膜炎打头孢匹胺可以吗？,0
1223,胸膜炎,胸膜炎打头孢匹胺有用吗,胸膜炎可以打头孢匹胺吗？,0
1224,胸膜炎,胸膜炎打头孢匹胺有用吗,胸膜炎用什么药最好,0
1225,胸膜炎,胸膜炎抽水出血丝怎么回事,胸膜炎抽水出血丝是什么原因？,1
1226,胸膜炎,胸膜炎抽水出血丝怎么回事,胸膜炎抽水出血丝是什么情况？,1
1227,胸膜炎,胸膜炎抽水出血丝怎么回事,胸膜炎抽水出血丝怎么办,0
1228,胸膜炎,胸膜炎抽水出血丝怎么回事,胸膜炎抽水出血丝怎么治疗,0
1229,胸膜炎,胸膜炎抽水出血丝怎么回事,胸膜炎抽水出血丝如何治理,0
1230,胸膜炎,胸闷疼后背难受是胸膜炎吗,胸闷疼后背难受是不是胸膜炎,1
1231,胸膜炎,胸闷疼后背难受是胸膜炎吗,胸闷疼后背难受会不会是胸膜炎,1
1232,胸膜炎,胸闷疼后背难受是胸膜炎吗,胸闷疼后背难受是胸膜炎的症状吗,0
1233,胸膜炎,胸闷疼后背难受是胸膜炎吗,胸闷疼后背难受是什么原因呢,0
1234,胸膜炎,胸闷疼后背难受是胸膜炎吗,胸闷疼后背难受是什么病症吗？,0
1235,胸膜炎,陈旧性胸膜炎应注意什么,陈旧性胸膜炎注意事项,1
1236,胸膜炎,陈旧性胸膜炎应注意什么,陈旧性胸膜炎有什么需要注意的,1
1237,胸膜炎,陈旧性胸膜炎应注意什么,陈旧性胸膜炎应饮食要注意什么,0
1238,胸膜炎,陈旧性胸膜炎应注意什么,陈旧性胸膜炎应可以运动吗？,0
1239,胸膜炎,陈旧性胸膜炎应注意什么,陈旧性胸膜炎怎么治疗？,0
1240,胸膜炎,胸膜炎治愈后会有后遗症吗？,胸膜炎治愈后有没有后遗症？,1
1241,胸膜炎,胸膜炎治愈后会有后遗症吗？,胸膜炎治愈后会不会有后遗症？,1
1242,胸膜炎,胸膜炎治愈后会有后遗症吗？,胸膜炎 胸膜炎治愈后会有后遗症吗,0
1243,胸膜炎,胸膜炎治愈后会有后遗症吗？,"结核性胸膜炎治愈后,有哪些后遗症",0
1244,胸膜炎,胸膜炎治愈后会有后遗症吗？,胸膜炎治愈后会有什么症状吗？,0
1245,胸膜炎,请问胸膜炎有哪些症状,胸膜炎的症状有哪些啊？,1
1246,胸膜炎,请问胸膜炎有哪些症状,胸膜炎有哪些症状表现,1
1247,胸膜炎,请问胸膜炎有哪些症状,胸膜炎是什么病啊，得了胸膜炎会有哪些征兆,0
1248,胸膜炎,请问胸膜炎有哪些症状,请问胸膜炎吃什么药可以治疗.,0
1249,胸膜炎,请问胸膜炎有哪些症状,请问胸膜炎有什么饮食需要注意的？.,0
1250,胸膜炎,胸膜炎饮食需要注意什么？,胸膜炎要注意什么饮食?,1
1251,胸膜炎,胸膜炎饮食需要注意什么？,胸膜炎的饮食要注意什么？,1
1252,胸膜炎,胸膜炎饮食需要注意什么？,结核型胸膜炎饮食应该注意什么？,0
1253,胸膜炎,胸膜炎饮食需要注意什么？,胸膜炎平时饮食要注意什么,0
1254,胸膜炎,胸膜炎饮食需要注意什么？,结核性胸膜炎的饮食要注意什么,0
1255,胸膜炎,干性胸膜炎是否传染？和注意事项..,干性胸膜炎能否传染？和注意事项..,1
1256,胸膜炎,干性胸膜炎是否传染？和注意事项..,干性胸膜炎是不是传染？和注意事项..,1
1257,胸膜炎,干性胸膜炎是否传染？和注意事项..,干性胸膜炎是否传染？,0
1258,胸膜炎,干性胸膜炎是否传染？和注意事项..,干性胸膜炎有什么注意事项..,0
1259,胸膜炎,干性胸膜炎是否传染？和注意事项..,干性胸膜炎有什么症状？,0
1260,胸膜炎,得胸膜炎后怎么照顾自己,得胸膜炎后要怎样照顾自己,1
1261,胸膜炎,得胸膜炎后怎么照顾自己,得胸膜炎后如何照顾自己,1
1262,胸膜炎,得胸膜炎后怎么照顾自己,得胸膜炎后怎么办,0
1263,胸膜炎,得胸膜炎后怎么照顾自己,得胸膜炎后吃什么药,0
1264,胸膜炎,得胸膜炎后怎么照顾自己,得胸膜炎后怎么治疗,0
1265,胸膜炎,治胸膜炎用什么中成药好,治胸膜炎用哪种中成药好,1
1266,胸膜炎,治胸膜炎用什么中成药好,什么中成药治疗治胸膜炎好,1
1267,胸膜炎,治胸膜炎用什么中成药好,治胸膜炎的方法,0
1268,胸膜炎,治胸膜炎用什么中成药好,治胸膜炎最好的方法,0
1269,胸膜炎,治胸膜炎用什么中成药好,治胸膜炎用西药好还是中药好？,0
1270,胸膜炎,治胸膜炎用什么中成药好,治胸膜炎什么中成药效果好,1
1271,胸膜炎,治胸膜炎用什么中成药好,什么中成药治胸膜炎效果好,1
1272,胸膜炎,治胸膜炎用什么中成药好,治胸膜炎需要做什么检查,0
1273,胸膜炎,治胸膜炎用什么中成药好,治胸膜炎期间应该注意什么,0
1274,胸膜炎,治胸膜炎用什么中成药好,治胸膜炎期间会不会传染,0
1275,胸膜炎,胸膜炎、胸部疼痛怎么办,胸膜炎胸部痛怎么治疗,1
1276,胸膜炎,胸膜炎、胸部疼痛怎么办,胸膜炎、胸部疼痛怎么处理,1
1277,胸膜炎,胸膜炎、胸部疼痛怎么办,结核胸膜炎胸疼怎么办,0
1278,胸膜炎,胸膜炎、胸部疼痛怎么办,胸部疼痛 是不是胸膜炎？,0
1279,胸膜炎,胸膜炎、胸部疼痛怎么办,初诊胸膜炎胸疼痛该怎么办,0
1280,胸膜炎,胸膜炎急性胸部疼痛怎么缓解,胸膜炎急性胸部疼痛如何缓解,1
1281,胸膜炎,胸膜炎急性胸部疼痛怎么缓解,胸膜炎急性胸部疼痛怎样才能缓解,1
1282,胸膜炎,胸膜炎急性胸部疼痛怎么缓解,胸膜炎急性胸部疼痛怎么办,0
1283,胸膜炎,胸膜炎急性胸部疼痛怎么缓解,胸膜炎急性胸部疼痛怎么处理,0
1284,胸膜炎,胸膜炎急性胸部疼痛怎么缓解,胸膜炎急性胸部疼痛什么原因,0
1285,胸膜炎,包裹性胸膜炎手术后还会复发吗,包裹性胸膜炎手术后会不会复发？,1
1286,胸膜炎,包裹性胸膜炎手术后还会复发吗,包裹性胸膜炎手术后是否会复发,1
1287,胸膜炎,包裹性胸膜炎手术后还会复发吗,包裹性胸膜炎手术后怎么修养,0
1288,胸膜炎,包裹性胸膜炎手术后还会复发吗,包裹性胸膜炎手术后有什么需要注意的,0
1289,胸膜炎,包裹性胸膜炎手术后还会复发吗,包裹性胸膜炎手术后饮食有什么需要注意的,0
1290,胸膜炎,胸膜炎的症状该吃什么药,胸膜炎的症状吃什么药,1
1291,胸膜炎,胸膜炎的症状该吃什么药,胸膜炎的症状该吃哪种药,1
1292,胸膜炎,胸膜炎的症状该吃什么药,胸膜炎症状吃什么药，可以治疗,0
1293,胸膜炎,胸膜炎的症状该吃什么药,胸膜炎症状要怎样冶吃什么药,0
1294,胸膜炎,胸膜炎的症状该吃什么药,胸膜炎是什么症状吃什么药,0
1295,胸膜炎,胸膜炎症状胸膜炎严重不严重,胸膜炎症状胸膜炎严不严重？,1
1296,胸膜炎,胸膜炎症状胸膜炎严重不严重,胸膜炎症状胸膜炎严重吗？,1
1297,胸膜炎,胸膜炎症状胸膜炎严重不严重,急性胸膜炎，急性胸膜炎严重吗,0
1298,胸膜炎,胸膜炎症状胸膜炎严重不严重,胸膜炎症状严重吗,0
1299,胸膜炎,胸膜炎症状胸膜炎严重不严重,胸膜炎严重吗,0
1300,胸膜炎,胸膜炎一年了做什么复查？,胸膜炎一年了要做哪些复查？,1
1301,胸膜炎,胸膜炎一年了做什么复查？,胸膜炎一年了做一些什么复查？,1
1302,胸膜炎,胸膜炎一年了做什么复查？,胸膜炎一年了怎么办,0
1303,胸膜炎,胸膜炎一年了做什么复查？,胸膜炎一年了如何治疗,0
1304,胸膜炎,胸膜炎一年了做什么复查？,胸膜炎一年了吃什么药好,0
1305,胸膜炎,胸膜炎可以根治吗严重吗,胸膜炎严重吗能治愈吗,1
1306,胸膜炎,胸膜炎可以根治吗严重吗,胸膜炎严重吗，好治疗吗？,1
1307,胸膜炎,胸膜炎可以根治吗严重吗,胸膜炎会不会传染，严重吗？能不能治愈？,0
1308,胸膜炎,胸膜炎可以根治吗严重吗,支气管炎，胸膜炎如何治疗？严重吗？,0
1309,胸膜炎,胸膜炎可以根治吗严重吗,胸膜炎严不严重怎么治疗,0
1310,胸膜炎,胸膜炎是什么原因引起的？,什么原因引起胸膜炎,1
1311,胸膜炎,胸膜炎是什么原因引起的？,引起胸膜炎的原因是什么,1
1312,胸膜炎,胸膜炎是什么原因引起的？,胸膜炎好治疗吗,0
1313,胸膜炎,胸膜炎是什么原因引起的？,胸膜炎严重吗？,0
1314,胸膜炎,胸膜炎是什么原因引起的？,胸膜炎有什么病症？,0
1315,胸膜炎,"支气管肺炎,胸膜炎,不能吃什么","支气管肺炎,胸膜炎,不可以吃什么",1
1316,胸膜炎,"支气管肺炎,胸膜炎,不能吃什么","支气管肺炎,胸膜炎,什么东西禁吃？",1
1317,胸膜炎,"支气管肺炎,胸膜炎,不能吃什么","支气管肺炎,胸膜炎,不能干什么？",0
1318,胸膜炎,"支气管肺炎,胸膜炎,不能吃什么","支气管肺炎,胸膜炎,怎么治疗",0
1319,胸膜炎,"支气管肺炎,胸膜炎,不能吃什么","支气管肺炎,胸膜炎,吃什么药",0
1320,胸膜炎,"支气管肺炎,胸膜炎,不能吃什么","支气管肺炎,胸膜炎,饮食上注意什么",1
1321,胸膜炎,"支气管肺炎,胸膜炎,不能吃什么","得了支气管肺炎,胸膜炎,吃什么需要忌口",1
1322,胸膜炎,"支气管肺炎,胸膜炎,不能吃什么",支气管肺炎严重会引发什么后遗症,0
1323,胸膜炎,"支气管肺炎,胸膜炎,不能吃什么",支气管肺炎需要住院治疗吗,0
1324,胸膜炎,"支气管肺炎,胸膜炎,不能吃什么",支气管肺炎是咳嗽引起的吗,0
1325,胸膜炎,急性胸膜炎是怎么引起的呢？,怎么引起急性胸膜炎,1
1326,胸膜炎,急性胸膜炎是怎么引起的呢？,急性胸膜炎是如何引起的呢？,1
1327,胸膜炎,急性胸膜炎是怎么引起的呢？,急性胸膜炎是传染病吗,0
1328,胸膜炎,急性胸膜炎是怎么引起的呢？,急性胸膜炎怎么治疗,0
1329,胸膜炎,急性胸膜炎是怎么引起的呢？,急性胸膜炎严重吗？,0
1330,胸膜炎,肺炎引起胸膜炎吃什么药最好？,右下肺炎引起的胸膜炎吃什么药好的快？,1
1331,胸膜炎,肺炎引起胸膜炎吃什么药最好？,肺炎引起胸膜炎吃哪种药最好？,1
1332,胸膜炎,肺炎引起胸膜炎吃什么药最好？,肺部感染 如肺炎引起的胸膜炎该吃什么药,0
1333,胸膜炎,肺炎引起胸膜炎吃什么药最好？,肺炎引起胸膜炎吃什么药好？？,0
1334,胸膜炎,肺炎引起胸膜炎吃什么药最好？,肺炎引起胸膜炎严重吗？,0
1335,胸膜炎,胸膜炎应该先看什么科？,胸膜炎应该先看哪科？,1
1336,胸膜炎,胸膜炎应该先看什么科？,胸膜炎应该先去什么科看？？,1
1337,胸膜炎,胸膜炎应该先看什么科？,胸膜炎怎么办？,0
1338,胸膜炎,胸膜炎应该先看什么科？,胸膜炎看什么科,0
1339,胸膜炎,胸膜炎应该先看什么科？,胸膜炎严重吗？,0
1340,胸膜炎,胸膜炎求助胸膜炎做CT前需要打针吗？,胸膜炎求助胸膜炎做CT前要不要打针吗？,1
1341,胸膜炎,胸膜炎求助胸膜炎做CT前需要打针吗？,胸膜炎求助胸膜炎做CT前是否需要打针？,1
1342,胸膜炎,胸膜炎求助胸膜炎做CT前需要打针吗？,胸膜炎求助胸膜炎需要打针吗？,0
1343,胸膜炎,胸膜炎求助胸膜炎做CT前需要打针吗？,胸膜炎求助胸CT前需要打针吗？,0
1344,胸膜炎,胸膜炎求助胸膜炎做CT前需要打针吗？,胸膜炎求助胸膜炎做CT前要做什么？,0
1345,胸膜炎,胸膜炎是怎么引起的炎？,胸膜炎的发病原因？,1
1346,胸膜炎,胸膜炎是怎么引起的炎？,胸膜炎是怎么引起的？,1
1347,胸膜炎,胸膜炎是怎么引起的炎？,哪个部位的炎症可以引起胸膜炎？,0
1348,胸膜炎,胸膜炎是怎么引起的炎？,急性胸膜炎是怎么引起的呢？,0
1349,胸膜炎,胸膜炎是怎么引起的炎？,胸膜炎是怎样引起的?,0
1350,胸膜炎,贞芪扶正颗粒可以辅助治疗胸膜炎吗,治疗胸膜炎用贞芪扶正颗粒有效果吗,1
1351,胸膜炎,贞芪扶正颗粒可以辅助治疗胸膜炎吗,贞芪扶正颗粒辅助治疗胸膜炎可以吗,1
1352,胸膜炎,贞芪扶正颗粒可以辅助治疗胸膜炎吗,贞芪扶正颗粒有什么作用,0
1353,胸膜炎,贞芪扶正颗粒可以辅助治疗胸膜炎吗,贞芪扶正颗粒是中药还是西药,0
1354,胸膜炎,贞芪扶正颗粒可以辅助治疗胸膜炎吗,贞芪扶正颗粒有提高人免疫力的功效吗,0
1355,胸膜炎,肿瘤性胸膜炎是什么引起的,得肿瘤性胸膜炎跟什么有关系,1
1356,胸膜炎,肿瘤性胸膜炎是什么引起的,是什么引起肿瘤性胸膜炎的,1
1357,胸膜炎,肿瘤性胸膜炎是什么引起的,肿瘤性胸膜炎有什么危害,0
1358,胸膜炎,肿瘤性胸膜炎是什么引起的,肿瘤性胸膜炎严重吗,0
1359,胸膜炎,肿瘤性胸膜炎是什么引起的,肿瘤性胸膜炎是胸痛胸闷吗,0
1360,胸膜炎,长期坐姿不好会得胸膜炎吗,长期坐姿不好可能得胸膜炎吗,1
1361,胸膜炎,长期坐姿不好会得胸膜炎吗,得胸膜炎跟长期坐姿不好有关系吗,1
1362,胸膜炎,长期坐姿不好会得胸膜炎吗,长期坐姿不好走路会驼背吗,0
1363,胸膜炎,长期坐姿不好会得胸膜炎吗,长期坐姿不好危害大吗,0
1364,胸膜炎,长期坐姿不好会得胸膜炎吗,长期坐姿不好的坏处有什么,0
1365,胸膜炎,胸膜炎住院期间陪伴病人可以睡一快吗,照顾胸膜炎病人住院期间可以睡一块吗,1
1366,胸膜炎,胸膜炎住院期间陪伴病人可以睡一快吗,胸膜炎住院期间陪伴病人一块睡可以吗,1
1367,胸膜炎,胸膜炎住院期间陪伴病人可以睡一快吗,怎么照顾胸膜炎患者,0
1368,胸膜炎,胸膜炎住院期间陪伴病人可以睡一快吗,得了胸膜炎传染吗,0
1369,胸膜炎,胸膜炎住院期间陪伴病人可以睡一快吗,胸膜炎是什么引起的,0
1370,胸膜炎,没得过肺病的人会得胸膜炎吗,没得过肺病的人得胸膜炎可能性大吗,1
1371,胸膜炎,没得过肺病的人会得胸膜炎吗,没得过肺病的人会可能得胸膜炎吗,1
1372,胸膜炎,没得过肺病的人会得胸膜炎吗,没得过肺病的人日常应该注意什么,0
1373,胸膜炎,没得过肺病的人会得胸膜炎吗,没得过肺病的人用不用定期做检查,0
1374,胸膜炎,没得过肺病的人会得胸膜炎吗,没得过肺病的人感冒了怎么办,0
1375,胸膜炎,得过胸膜炎以后再发烧会胸疼吗,得过胸膜炎以后发烧胸会疼吗,1
1376,胸膜炎,得过胸膜炎以后再发烧会胸疼吗,发烧会不会引起得过胸膜炎的人胸痛,1
1377,胸膜炎,得过胸膜炎以后再发烧会胸疼吗,得过胸膜炎以后发烧病情会不会加重,0
1378,胸膜炎,得过胸膜炎以后再发烧会胸疼吗,得过胸膜炎以后饮食应该注意什么,0
1379,胸膜炎,得过胸膜炎以后再发烧会胸疼吗,得过胸膜炎以后能不能剧烈运动,0
1380,胸膜炎,胸膜炎症为什么会引起肋间神经痛,胸膜炎症怎么会引起肋间神经痛,1
1381,胸膜炎,胸膜炎症为什么会引起肋间神经痛,胸膜炎症引起肋间神经痛是怎么回事,1
1382,胸膜炎,胸膜炎症为什么会引起肋间神经痛,胸膜炎症病毒性的患者可以自愈吗,0
1383,胸膜炎,胸膜炎症为什么会引起肋间神经痛,胸膜炎症厉害吗,0
1384,胸膜炎,胸膜炎症为什么会引起肋间神经痛,发现有胸膜炎症怎么办,0
1385,胸膜炎,胸膜炎会引起反复发烧吗,反复发烧会是胸膜炎引起的吗,1
1386,胸膜炎,胸膜炎会引起反复发烧吗,胸膜炎引起反复发烧的可能性大吗,1
1387,胸膜炎,胸膜炎会引起反复发烧吗,结核性胸膜炎有什么特征,0
1388,胸膜炎,胸膜炎会引起反复发烧吗,胸膜炎治好后会复发吗,0
1389,胸膜炎,胸膜炎会引起反复发烧吗,胸痛胸闷的表现是因为胸膜炎吗,0
1390,胸膜炎,胸膜炎的结节影是怎么回事,胸膜炎的结节影是什么意思,1
1391,胸膜炎,胸膜炎的结节影是怎么回事,什么是胸膜炎的结节影,1
1392,胸膜炎,胸膜炎的结节影是怎么回事,结核性胸膜炎痊愈后饮食怎么注意,0
1393,胸膜炎,胸膜炎的结节影是怎么回事,胸膜炎有结节影什么办法可以去掉,0
1394,胸膜炎,胸膜炎的结节影是怎么回事,结节和结节影一样吗,0
1395,胸膜炎,结核胸膜炎消炎一星期会有好转吗,结核胸膜炎消炎一星期有好转的可能性吗,1
1396,胸膜炎,结核胸膜炎消炎一星期会有好转吗,结核胸膜炎消炎一星期能不能好转,1
1397,胸膜炎,结核胸膜炎消炎一星期会有好转吗,结核胸膜炎用吃消炎药吗,0
